,0
0,26.242156796866794
1,24.706418939553238
2,6.596927280325083
3,4.31103446182557
4,2.274522369100831
5,0.8690035368485872
6,0.4935088040744289
7,0.2703194981777442
8,0.13142893471265166
9,0.052641251179708456
10,0.030450577832253058
11,0.018404774859511017
12,0.009775761756965083
13,0.004494092164994171
14,0.0017973055182924794
