,0
0,156.8944029294053
1,95.27251647701183
2,45.191674805603064
3,23.994720431581925
4,13.871904590393454
5,7.118378143012232
6,4.403684972175754
7,3.10491636824567
8,2.316063439765356
9,1.7021890580905301
10,1.1414780897372807
11,0.7341212326963273
12,0.41776878525364325
13,0.2171293825765216
14,0.11016834433441303
