,0
0,92.34791185384813
1,94.82929330184872
2,56.60690141858971
3,41.65998636862055
4,26.623335615951063
5,14.670068327527932
6,9.51257191280363
7,3.9976444376001234
8,1.9650073448780458
9,0.9321200611525716
10,0.4294805439672575
11,0.23408778063056554
12,0.2268036448636278
13,0.4367826626362943
14,1.0164154833722165
