,0
0,246.71312524443275
1,138.91414435801664
2,87.09964234384881
3,82.77205031565163
4,32.01771716941518
5,19.738389649714726
6,11.438520970586708
7,6.970799603863635
8,3.5400936181077833
9,1.7676950770257072
10,0.9975512992291172
11,0.4550305325592106
12,0.2207594678479821
13,0.1066224981156673
14,0.05269005874242128
