,0
0,11.821784112083837
1,12.293597018845709
2,6.904494691855212
3,3.9457088150664923
4,2.072842115529466
5,0.9045043333729743
6,0.5315599670945679
7,0.19732649282045223
8,0.09189107113363572
9,0.0392908854245556
10,0.014584337779416716
11,0.00647747958978599
12,0.003979658002973196
13,0.0033703296563817224
14,0.0026746032823800957
